road_id,neighbor_road_id,issue,detail
52055,43007,linked_endpoint_z_gap,0.059705
52056,48083,linked_endpoint_z_gap,0.117636
52056,48084,linked_endpoint_z_gap,0.089015
52057,48076,linked_endpoint_z_gap,0.105533
52057,43361,linked_endpoint_z_gap,0.052538
52058,48076,linked_endpoint_z_gap,0.105314
52058,43007,linked_endpoint_z_gap,0.019445
52059,47631,linked_endpoint_z_gap,0.433821
52059,48084,linked_endpoint_z_gap,0.306039
52060,47631,linked_endpoint_z_gap,0.154394
52060,43361,linked_endpoint_z_gap,0.083682
52061,47631,linked_endpoint_z_gap,0.005521
52061,43007,linked_endpoint_z_gap,0.070503
52062,43007,linked_endpoint_z_gap,0.002496
52062,48351,linked_endpoint_z_gap,0.036273
52063,43007,linked_endpoint_z_gap,0.050097
52063,48081,linked_endpoint_z_gap,0.008238
52064,43007,linked_endpoint_z_gap,0.04184
52064,47631,linked_endpoint_z_gap,0.137309
52065,43360,linked_endpoint_z_gap,0.222165
52065,47631,linked_endpoint_z_gap,0.026127
52066,43360,linked_endpoint_z_gap,0.28541
52066,48351,linked_endpoint_z_gap,0.051004
52067,43360,linked_endpoint_z_gap,0.186775
52067,48081,linked_endpoint_z_gap,0.002616
52068,44887,linked_endpoint_z_gap,0.28674
52068,48081,linked_endpoint_z_gap,0.14612
52069,44887,linked_endpoint_z_gap,0.195375
52069,47631,linked_endpoint_z_gap,0.0
52070,44887,linked_endpoint_z_gap,0.246205
52070,48351,linked_endpoint_z_gap,0.089546
52071,43008,linked_endpoint_z_gap,0.27933
52071,44667,linked_endpoint_z_gap,0.140228
52072,43008,linked_endpoint_z_gap,0.282438
52072,49331,linked_endpoint_z_gap,0.071935
52073,43008,linked_endpoint_z_gap,0.288432
52073,47632,linked_endpoint_z_gap,0.03931
52074,44516,linked_endpoint_z_gap,0.038865
52074,47632,linked_endpoint_z_gap,0.059013
52075,44516,linked_endpoint_z_gap,0.039273
52075,44667,linked_endpoint_z_gap,0.150424
52076,44516,linked_endpoint_z_gap,0.312302
52076,49331,linked_endpoint_z_gap,0.098618
52077,49526,linked_endpoint_z_gap,0.106309
52077,49331,linked_endpoint_z_gap,0.045211
52078,49526,linked_endpoint_z_gap,0.001183
52078,47632,linked_endpoint_z_gap,0.033292
52079,50469,linked_endpoint_z_gap,0.094713
52079,50387,linked_endpoint_z_gap,0.044757
52080,50469,linked_endpoint_z_gap,0.180692
52080,43009,linked_endpoint_z_gap,0.063728
52081,50546,linked_endpoint_z_gap,0.097309
52081,43010,linked_endpoint_z_gap,0.047501
52082,50546,linked_endpoint_z_gap,0.105306
52082,47634,linked_endpoint_z_gap,0.026697
52083,50546,linked_endpoint_z_gap,0.210763
52083,45522,linked_endpoint_z_gap,0.065598
52084,43011,linked_endpoint_z_gap,0.082214
52084,45522,linked_endpoint_z_gap,0.105831
52085,43011,linked_endpoint_z_gap,0.001743
52085,43010,linked_endpoint_z_gap,0.027043
52086,43011,linked_endpoint_z_gap,0.000516
52086,47634,linked_endpoint_z_gap,0.015453
52087,47633,linked_endpoint_z_gap,0.028656
52087,47634,linked_endpoint_z_gap,0.000491
52088,47633,linked_endpoint_z_gap,0.02107
52088,45522,linked_endpoint_z_gap,0.122853
52089,47822,linked_endpoint_z_gap,0.112039
52089,46712,linked_endpoint_z_gap,0.056004
52090,47822,linked_endpoint_z_gap,0.01047
52090,42380,linked_endpoint_z_gap,0.033252
52091,47822,linked_endpoint_z_gap,0.418313
52091,43132,linked_endpoint_z_gap,0.19779
52092,46711,linked_endpoint_z_gap,0.233508
52092,43132,linked_endpoint_z_gap,0.314545
52093,46711,linked_endpoint_z_gap,0.068245
52093,46712,linked_endpoint_z_gap,0.031746
52094,46711,linked_endpoint_z_gap,0.021509
52094,42380,linked_endpoint_z_gap,0.090258
52095,42381,linked_endpoint_z_gap,0.193604
52095,42380,linked_endpoint_z_gap,0.187076
52096,42381,linked_endpoint_z_gap,0.055865
52096,43132,linked_endpoint_z_gap,0.335005
52097,43880,linked_endpoint_z_gap,0.025873
52097,43011,linked_endpoint_z_gap,0.0
52098,47634,linked_endpoint_z_gap,0.000644
52098,48637,linked_endpoint_z_gap,0.001975
52099,47635,linked_endpoint_z_gap,0.124128
52099,46119,linked_endpoint_z_gap,0.065263
52100,47635,linked_endpoint_z_gap,0.057571
52100,47636,linked_endpoint_z_gap,0.000777
52101,47635,linked_endpoint_z_gap,0.433573
52101,43012,linked_endpoint_z_gap,0.190046
52102,43872,linked_endpoint_z_gap,0.197041
52102,43012,linked_endpoint_z_gap,0.093022
52103,43872,linked_endpoint_z_gap,0.436215
52103,46119,linked_endpoint_z_gap,0.102046
52104,43872,linked_endpoint_z_gap,0.042302
52104,47636,linked_endpoint_z_gap,0.15715
52105,51288,linked_endpoint_z_gap,0.18263
52105,47636,linked_endpoint_z_gap,0.067422
52106,51288,linked_endpoint_z_gap,0.206532
52106,43012,linked_endpoint_z_gap,0.243526
52107,51288,linked_endpoint_z_gap,0.096724
52107,46119,linked_endpoint_z_gap,0.080903
52108,43012,linked_endpoint_z_gap,0.245126
52108,47635,linked_endpoint_z_gap,0.0
52109,47637,linked_endpoint_z_gap,0.012245
52109,43013,linked_endpoint_z_gap,0.004919
52110,43013,linked_endpoint_z_gap,0.004311
52110,43407,linked_endpoint_z_gap,0.003703
52111,48131,linked_endpoint_z_gap,0.014622
52111,47637,linked_endpoint_z_gap,0.0
52112,47726,linked_endpoint_z_gap,0.316746
52112,43014,linked_endpoint_z_gap,0.158011
52113,47726,linked_endpoint_z_gap,0.42406
52113,47724,linked_endpoint_z_gap,0.132558
52114,43078,linked_endpoint_z_gap,0.015803
52114,43080,linked_endpoint_z_gap,0.008216
52115,43078,linked_endpoint_z_gap,0.100012
52115,43014,linked_endpoint_z_gap,0.111806
52116,47639,linked_endpoint_z_gap,0.019532
52116,47724,linked_endpoint_z_gap,0.122621
52117,47639,linked_endpoint_z_gap,0.00739
52117,43080,linked_endpoint_z_gap,0.007195
52118,47639,linked_endpoint_z_gap,0.063133
52118,43014,linked_endpoint_z_gap,0.084361
52119,47725,linked_endpoint_z_gap,0.071265
52119,47639,linked_endpoint_z_gap,0.000162
52120,47725,linked_endpoint_z_gap,0.167373
52120,47726,linked_endpoint_z_gap,0.357448
52121,47725,linked_endpoint_z_gap,0.023509
52121,45682,linked_endpoint_z_gap,0.038673
52122,47725,linked_endpoint_z_gap,0.077122
52122,43079,linked_endpoint_z_gap,0.00774
52123,50722,linked_endpoint_z_gap,0.080532
52123,43079,linked_endpoint_z_gap,0.032356
52124,50722,linked_endpoint_z_gap,0.097861
52124,47639,linked_endpoint_z_gap,0.028458
52125,50722,linked_endpoint_z_gap,0.454643
52125,47726,linked_endpoint_z_gap,0.164838
52126,43080,linked_endpoint_z_gap,0.04404
52126,45682,linked_endpoint_z_gap,0.057014
52127,43080,linked_endpoint_z_gap,0.012266
52127,43079,linked_endpoint_z_gap,0.013281
52128,43080,linked_endpoint_z_gap,0.006994
52128,47639,linked_endpoint_z_gap,0.021465
52129,43014,linked_endpoint_z_gap,0.245497
52129,47726,linked_endpoint_z_gap,1e-06
52130,43014,linked_endpoint_z_gap,0.030843
52130,45682,linked_endpoint_z_gap,0.032022
52131,43014,linked_endpoint_z_gap,0.013447
52131,43079,linked_endpoint_z_gap,0.021451
52132,43014,linked_endpoint_z_gap,0.021463
52132,47639,linked_endpoint_z_gap,0.0
52133,44761,linked_endpoint_z_gap,0.023403
52133,47641,linked_endpoint_z_gap,0.012919
52134,44761,linked_endpoint_z_gap,0.01033
52134,43015,linked_endpoint_z_gap,0.009578
52135,47640,linked_endpoint_z_gap,0.020426
52135,49633,linked_endpoint_z_gap,0.011612
52136,47640,linked_endpoint_z_gap,0.017079
52136,47641,linked_endpoint_z_gap,3.5e-05
52137,43016,linked_endpoint_z_gap,0.09057
52137,43015,linked_endpoint_z_gap,0.036305
52138,43016,linked_endpoint_z_gap,0.020796
52138,49633,linked_endpoint_z_gap,0.0
52139,43215,linked_endpoint_z_gap,0.073702
52139,47640,linked_endpoint_z_gap,0.041723
52140,43215,linked_endpoint_z_gap,0.041548
52140,44756,linked_endpoint_z_gap,0.003932
52141,43215,linked_endpoint_z_gap,0.062245
52141,43526,linked_endpoint_z_gap,0.013037
52142,43215,linked_endpoint_z_gap,0.095922
52142,47914,linked_endpoint_z_gap,0.07178
52143,48265,linked_endpoint_z_gap,0.138043
52143,47914,linked_endpoint_z_gap,0.140047
52144,48265,linked_endpoint_z_gap,0.18027
52144,47640,linked_endpoint_z_gap,0.013156
52145,48265,linked_endpoint_z_gap,0.22027
52145,44756,linked_endpoint_z_gap,0.043117
52146,49629,linked_endpoint_z_gap,0.010423
52146,43526,linked_endpoint_z_gap,0.019067
52147,49629,linked_endpoint_z_gap,0.084551
52147,47914,linked_endpoint_z_gap,0.099575
52148,49629,linked_endpoint_z_gap,0.069633
52148,47640,linked_endpoint_z_gap,0.0
52149,49629,linked_endpoint_z_gap,0.047102
52149,44756,linked_endpoint_z_gap,0.047414
52150,43015,linked_endpoint_z_gap,0.097537
52150,44756,linked_endpoint_z_gap,0.019878
52151,43015,linked_endpoint_z_gap,0.095257
52151,43526,linked_endpoint_z_gap,0.051954
52152,43015,linked_endpoint_z_gap,0.0616
52152,47914,linked_endpoint_z_gap,0.161175
52153,46715,linked_endpoint_z_gap,0.449456
52153,46711,linked_endpoint_z_gap,0.189223
52154,46715,linked_endpoint_z_gap,0.370161
52154,46287,linked_endpoint_z_gap,0.072695
52155,51506,linked_endpoint_z_gap,0.084332
52155,42384,linked_endpoint_z_gap,0.042141
52156,51506,linked_endpoint_z_gap,0.173865
52156,46711,linked_endpoint_z_gap,0.081197
52157,51506,linked_endpoint_z_gap,0.0742
52157,46287,linked_endpoint_z_gap,0.068511
52158,42380,linked_endpoint_z_gap,0.039365
52158,46287,linked_endpoint_z_gap,0.044702
52159,42380,linked_endpoint_z_gap,0.088477
52159,42384,linked_endpoint_z_gap,0.04945
52160,42380,linked_endpoint_z_gap,0.08122
52160,46711,linked_endpoint_z_gap,0.0
52161,44762,linked_endpoint_z_gap,0.030327
52161,47642,linked_endpoint_z_gap,0.014234
52162,44762,linked_endpoint_z_gap,0.016266
52162,43016,linked_endpoint_z_gap,0.016141
52163,47641,linked_endpoint_z_gap,0.003677
52163,49634,linked_endpoint_z_gap,0.002664
52164,47641,linked_endpoint_z_gap,0.001047
52164,47642,linked_endpoint_z_gap,0.015282
52165,43017,linked_endpoint_z_gap,0.031327
52165,43016,linked_endpoint_z_gap,0.0
52166,43017,linked_endpoint_z_gap,0.009311
52166,49634,linked_endpoint_z_gap,0.0
52167,43017,linked_endpoint_z_gap,0.450816
52167,47642,linked_endpoint_z_gap,0.204398
52168,43018,linked_endpoint_z_gap,0.187256
52168,49636,linked_endpoint_z_gap,0.092923
52169,43018,linked_endpoint_z_gap,0.122568
52169,43017,linked_endpoint_z_gap,0.122648
52170,47642,linked_endpoint_z_gap,0.05597
52170,47643,linked_endpoint_z_gap,0.074631
52171,47642,linked_endpoint_z_gap,0.0038
52171,49636,linked_endpoint_z_gap,0.029459
52172,47642,linked_endpoint_z_gap,0.067701
52172,43017,linked_endpoint_z_gap,0.054947
52173,44764,linked_endpoint_z_gap,0.109101
52173,43017,linked_endpoint_z_gap,0.0
52174,44764,linked_endpoint_z_gap,0.111201
52174,47643,linked_endpoint_z_gap,0.007868
52175,44764,linked_endpoint_z_gap,0.084989
52175,49636,linked_endpoint_z_gap,0.027576
52176,51155,linked_endpoint_z_gap,0.157739
52176,51156,linked_endpoint_z_gap,0.078464
52177,51155,linked_endpoint_z_gap,0.115651
52177,43018,linked_endpoint_z_gap,0.032275
52178,51155,linked_endpoint_z_gap,0.087008
52178,46000,linked_endpoint_z_gap,0.005334
52179,47643,linked_endpoint_z_gap,0.020396
52179,46000,linked_endpoint_z_gap,0.011692
52180,47643,linked_endpoint_z_gap,0.013812
52180,51156,linked_endpoint_z_gap,0.092278
52181,46001,linked_endpoint_z_gap,0.063927
52181,43018,linked_endpoint_z_gap,0.0
52182,46001,linked_endpoint_z_gap,0.078557
52182,46000,linked_endpoint_z_gap,0.035259
52183,43020,linked_endpoint_z_gap,0.319662
52183,49637,linked_endpoint_z_gap,0.1613
52184,43020,linked_endpoint_z_gap,0.109831
52184,43019,linked_endpoint_z_gap,0.133408
52185,43020,linked_endpoint_z_gap,0.72935
52185,47644,linked_endpoint_z_gap,0.353641
52186,47916,linked_endpoint_z_gap,0.076368
52186,47644,linked_endpoint_z_gap,0.316163
52187,47916,linked_endpoint_z_gap,0.362218
52187,49637,linked_endpoint_z_gap,1e-06
52188,47916,linked_endpoint_z_gap,0.115852
52188,43019,linked_endpoint_z_gap,0.025335
52189,44765,linked_endpoint_z_gap,0.432841
52189,43019,linked_endpoint_z_gap,0.190363
52190,44765,linked_endpoint_z_gap,0.217868
52190,47644,linked_endpoint_z_gap,0.53403
52191,46115,linked_endpoint_z_gap,0.004654
52191,46114,linked_endpoint_z_gap,0.003971
52192,46115,linked_endpoint_z_gap,0.096311
52192,47646,linked_endpoint_z_gap,0.04859
52193,43021,linked_endpoint_z_gap,0.097243
52193,51283,linked_endpoint_z_gap,0.04957
52194,43021,linked_endpoint_z_gap,0.047301
52194,46114,linked_endpoint_z_gap,0.043329
52195,51282,linked_endpoint_z_gap,0.099009
52195,47646,linked_endpoint_z_gap,0.0
52196,51282,linked_endpoint_z_gap,0.048634
52196,51283,linked_endpoint_z_gap,0.050778
52197,48756,linked_endpoint_z_gap,0.407227
52197,47648,linked_endpoint_z_gap,0.204202
52198,48756,linked_endpoint_z_gap,0.161818
52198,43022,linked_endpoint_z_gap,0.020392
52199,47647,linked_endpoint_z_gap,0.284631
52199,43993,linked_endpoint_z_gap,0.143309
52200,47647,linked_endpoint_z_gap,0.141519
52200,47648,linked_endpoint_z_gap,0.062684
52201,43023,linked_endpoint_z_gap,0.040469
52201,43022,linked_endpoint_z_gap,0.0
52202,43023,linked_endpoint_z_gap,0.166997
52202,43993,linked_endpoint_z_gap,0.049965
52203,48752,linked_endpoint_z_gap,0.250017
52203,48753,linked_endpoint_z_gap,0.125164
52204,48752,linked_endpoint_z_gap,0.529757
52204,43023,linked_endpoint_z_gap,0.276211
52205,47648,linked_endpoint_z_gap,0.25844
52205,43989,linked_endpoint_z_gap,0.160993
52206,47648,linked_endpoint_z_gap,0.097566
52206,48753,linked_endpoint_z_gap,0.027598
52207,43990,linked_endpoint_z_gap,0.552409
52207,43023,linked_endpoint_z_gap,0.0
52208,43990,linked_endpoint_z_gap,0.220169
52208,43989,linked_endpoint_z_gap,0.189108
52209,43990,linked_endpoint_z_gap,0.448177
52209,48753,linked_endpoint_z_gap,0.07228
52210,46712,linked_endpoint_z_gap,0.153068
52210,46713,linked_endpoint_z_gap,0.09237
52211,46712,linked_endpoint_z_gap,0.060699
52211,43358,linked_endpoint_z_gap,0.06074
52212,48079,linked_endpoint_z_gap,0.186207
52212,42381,linked_endpoint_z_gap,0.016813
52213,48079,linked_endpoint_z_gap,0.176935
52213,46713,linked_endpoint_z_gap,0.050426
52214,48079,linked_endpoint_z_gap,0.333412
52214,43358,linked_endpoint_z_gap,0.159966
52215,42382,linked_endpoint_z_gap,0.096679
52215,43358,linked_endpoint_z_gap,0.208338
52216,42382,linked_endpoint_z_gap,0.014656
52216,42381,linked_endpoint_z_gap,0.0
52217,42382,linked_endpoint_z_gap,0.002859
52217,46713,linked_endpoint_z_gap,0.064719
52218,46124,linked_endpoint_z_gap,0.053248
52218,43024,linked_endpoint_z_gap,0.025825
52219,46124,linked_endpoint_z_gap,0.137712
52219,47651,linked_endpoint_z_gap,0.053944
52220,43025,linked_endpoint_z_gap,0.070627
52220,51294,linked_endpoint_z_gap,0.036612
52221,43025,linked_endpoint_z_gap,0.272599
52221,43024,linked_endpoint_z_gap,0.093517
52222,47650,linked_endpoint_z_gap,0.065668
52222,47651,linked_endpoint_z_gap,0.086359
52223,47650,linked_endpoint_z_gap,0.234573
52223,51294,linked_endpoint_z_gap,0.063759
52224,47650,linked_endpoint_z_gap,0.090886
52224,43024,linked_endpoint_z_gap,0.206329
52225,46125,linked_endpoint_z_gap,0.13519
52225,45823,linked_endpoint_z_gap,0.067533
52226,46125,linked_endpoint_z_gap,0.19494
52226,47650,linked_endpoint_z_gap,0.041434
52227,43024,linked_endpoint_z_gap,0.053622
52227,51295,linked_endpoint_z_gap,0.076994
52228,43024,linked_endpoint_z_gap,0.050289
52228,45823,linked_endpoint_z_gap,0.022806
52229,43024,linked_endpoint_z_gap,0.040441
52229,47650,linked_endpoint_z_gap,0.000992
52230,50927,linked_endpoint_z_gap,0.001871
52230,47650,linked_endpoint_z_gap,1e-06
52231,50927,linked_endpoint_z_gap,0.060613
52231,51295,linked_endpoint_z_gap,0.04641
52232,43032,linked_endpoint_z_gap,0.028802
52232,43025,linked_endpoint_z_gap,0.166548
52233,43032,linked_endpoint_z_gap,0.180288
52233,51267,linked_endpoint_z_gap,0.080535
52234,46099,linked_endpoint_z_gap,0.141373
52234,47658,linked_endpoint_z_gap,0.073261
52235,46099,linked_endpoint_z_gap,0.401462
52235,43025,linked_endpoint_z_gap,0.0
52236,47651,linked_endpoint_z_gap,0.093903
52236,51267,linked_endpoint_z_gap,0.076255
52237,47651,linked_endpoint_z_gap,0.088484
52237,47658,linked_endpoint_z_gap,0.015223
52238,45611,linked_endpoint_z_gap,0.011142
52238,45610,linked_endpoint_z_gap,0.002153
52239,45611,linked_endpoint_z_gap,0.008863
52239,43027,linked_endpoint_z_gap,0.010393
52240,47653,linked_endpoint_z_gap,0.143821
52240,50646,linked_endpoint_z_gap,0.068706
52241,47653,linked_endpoint_z_gap,0.418244
52241,45610,linked_endpoint_z_gap,0.173705
52242,50645,linked_endpoint_z_gap,0.346173
52242,43027,linked_endpoint_z_gap,0.160998
52243,50645,linked_endpoint_z_gap,0.039021
52243,50646,linked_endpoint_z_gap,0.0
52244,50645,linked_endpoint_z_gap,0.199629
52244,45610,linked_endpoint_z_gap,0.218814
52245,45506,linked_endpoint_z_gap,0.040799
52245,43028,linked_endpoint_z_gap,0.021917
52246,45506,linked_endpoint_z_gap,0.111393
52246,47655,linked_endpoint_z_gap,0.063648
52247,45506,linked_endpoint_z_gap,0.051528
52247,50527,linked_endpoint_z_gap,0.001188
52248,43030,linked_endpoint_z_gap,0.010014
52248,50527,linked_endpoint_z_gap,0.004991
52249,43030,linked_endpoint_z_gap,0.073325
52249,43028,linked_endpoint_z_gap,0.057112
52250,43030,linked_endpoint_z_gap,0.016773
52250,47655,linked_endpoint_z_gap,0.090547
52251,47654,linked_endpoint_z_gap,0.106673
52251,47655,linked_endpoint_z_gap,0.14307
52252,47654,linked_endpoint_z_gap,0.106647
52252,50527,linked_endpoint_z_gap,0.020771
52253,47654,linked_endpoint_z_gap,0.073328
52253,43028,linked_endpoint_z_gap,0.061342
52254,47657,linked_endpoint_z_gap,0.495487
52254,43029,linked_endpoint_z_gap,0.250935
52255,43972,linked_endpoint_z_gap,0.143133
52255,43031,linked_endpoint_z_gap,0.07458
52256,43972,linked_endpoint_z_gap,0.259726
52256,47657,linked_endpoint_z_gap,0.150538
52257,43972,linked_endpoint_z_gap,0.03502
52257,43967,linked_endpoint_z_gap,0.061992
52258,48725,linked_endpoint_z_gap,0.004499
52258,48731,linked_endpoint_z_gap,0.005433
52259,48725,linked_endpoint_z_gap,0.05115
52259,43031,linked_endpoint_z_gap,0.049484
52260,48725,linked_endpoint_z_gap,0.017682
52260,47657,linked_endpoint_z_gap,0.127873
52261,43029,linked_endpoint_z_gap,0.144655
52261,43967,linked_endpoint_z_gap,0.008024
52262,43029,linked_endpoint_z_gap,0.001301
52262,48731,linked_endpoint_z_gap,0.104905
52263,43029,linked_endpoint_z_gap,0.005774
52263,43031,linked_endpoint_z_gap,0.09778
52264,43029,linked_endpoint_z_gap,0.055677
52264,47657,linked_endpoint_z_gap,0.072196
52265,47656,linked_endpoint_z_gap,0.141498
52265,47657,linked_endpoint_z_gap,0.0
52266,47656,linked_endpoint_z_gap,0.031478
52266,43967,linked_endpoint_z_gap,0.02614
52267,47656,linked_endpoint_z_gap,0.120477
52267,48731,linked_endpoint_z_gap,0.141144
52268,47656,linked_endpoint_z_gap,0.209867
52268,43031,linked_endpoint_z_gap,0.16139
52269,43034,linked_endpoint_z_gap,0.077712
52269,43033,linked_endpoint_z_gap,0.041543
52270,43034,linked_endpoint_z_gap,0.132029
52270,51017,linked_endpoint_z_gap,0.082727
52271,45907,linked_endpoint_z_gap,0.106935
52271,47660,linked_endpoint_z_gap,0.056281
52272,45907,linked_endpoint_z_gap,0.050679
52272,43033,linked_endpoint_z_gap,0.009135
52273,47659,linked_endpoint_z_gap,0.162817
52273,51017,linked_endpoint_z_gap,0.0
52274,47659,linked_endpoint_z_gap,0.134966
52274,47660,linked_endpoint_z_gap,0.084413
52275,46922,linked_endpoint_z_gap,0.084837
52275,49025,linked_endpoint_z_gap,0.040021
52276,44243,linked_endpoint_z_gap,0.047276
52276,43035,linked_endpoint_z_gap,0.025656
52277,46713,linked_endpoint_z_gap,0.163612
52277,46714,linked_endpoint_z_gap,0.049477
52278,46713,linked_endpoint_z_gap,0.261856
52278,48074,linked_endpoint_z_gap,0.187946
52279,46713,linked_endpoint_z_gap,0.0739
52279,42382,linked_endpoint_z_gap,0.056745
52280,43354,linked_endpoint_z_gap,0.18101
52280,42382,linked_endpoint_z_gap,0.033719
52281,43354,linked_endpoint_z_gap,0.151367
52281,46714,linked_endpoint_z_gap,0.01908
52282,43354,linked_endpoint_z_gap,0.099712
52282,48074,linked_endpoint_z_gap,0.177299
52283,42383,linked_endpoint_z_gap,0.335816
52283,48074,linked_endpoint_z_gap,0.345171
52284,42383,linked_endpoint_z_gap,0.10054
52284,42382,linked_endpoint_z_gap,0.0
52285,42383,linked_endpoint_z_gap,0.023692
52285,46714,linked_endpoint_z_gap,0.074378
52286,51628,linked_endpoint_z_gap,0.055242
52286,51574,linked_endpoint_z_gap,0.029146
52287,50131,linked_endpoint_z_gap,0.069949
52287,43036,linked_endpoint_z_gap,0.033392
52288,50131,linked_endpoint_z_gap,0.037543
52288,51574,linked_endpoint_z_gap,0.028621
52289,46328,linked_endpoint_z_gap,0.035538
52289,43036,linked_endpoint_z_gap,0.05041
52290,46328,linked_endpoint_z_gap,0.053605
52290,51574,linked_endpoint_z_gap,0.011456
52291,43037,linked_endpoint_z_gap,0.439033
52291,44811,linked_endpoint_z_gap,0.221516
52292,43037,linked_endpoint_z_gap,0.217399
52292,44808,linked_endpoint_z_gap,0.216291
52293,49681,linked_endpoint_z_gap,0.090489
52293,47663,linked_endpoint_z_gap,0.043083
52294,49681,linked_endpoint_z_gap,0.419947
52294,44811,linked_endpoint_z_gap,0.455175
52295,49684,linked_endpoint_z_gap,0.2138
52295,44808,linked_endpoint_z_gap,0.10836
52296,49684,linked_endpoint_z_gap,0.190966
52296,47663,linked_endpoint_z_gap,0.0
52297,47673,linked_endpoint_z_gap,0.036575
52297,48108,linked_endpoint_z_gap,0.019004
52298,47673,linked_endpoint_z_gap,0.174752
52298,43381,linked_endpoint_z_gap,0.095775
52299,48107,linked_endpoint_z_gap,0.177905
52299,43039,linked_endpoint_z_gap,0.088199
52300,48107,linked_endpoint_z_gap,0.02491
52300,48108,linked_endpoint_z_gap,0.051398
52301,43382,linked_endpoint_z_gap,0.077416
52301,43381,linked_endpoint_z_gap,0.056697
52302,43382,linked_endpoint_z_gap,0.107622
52302,43039,linked_endpoint_z_gap,0.053368
52303,43382,linked_endpoint_z_gap,0.221097
52303,48108,linked_endpoint_z_gap,0.125737
52304,48106,linked_endpoint_z_gap,0.075401
52304,47673,linked_endpoint_z_gap,0.041268
52305,48106,linked_endpoint_z_gap,0.054366
52305,48107,linked_endpoint_z_gap,0.04934
52306,48106,linked_endpoint_z_gap,0.357137
52306,43380,linked_endpoint_z_gap,0.154818
52307,43381,linked_endpoint_z_gap,0.026953
52307,43380,linked_endpoint_z_gap,0.169504
52308,43381,linked_endpoint_z_gap,0.041268
52308,47673,linked_endpoint_z_gap,0.0
52309,43039,linked_endpoint_z_gap,0.045687
52309,48107,linked_endpoint_z_gap,0.0
52310,43039,linked_endpoint_z_gap,0.003278
52310,43380,linked_endpoint_z_gap,0.172783
52311,47679,linked_endpoint_z_gap,0.039587
52311,43041,linked_endpoint_z_gap,0.018734
52312,43741,linked_endpoint_z_gap,0.385386
52312,43740,linked_endpoint_z_gap,0.19373
52313,43741,linked_endpoint_z_gap,0.406255
52313,47679,linked_endpoint_z_gap,0.127619
52314,43741,linked_endpoint_z_gap,0.180286
52314,48490,linked_endpoint_z_gap,0.058623
