path,type,size,sha256,tracked_untracked,inside_outside_repository,purpose,producer_stage,promotion_status,git_publication_disposition
work_package_02_connectivity/rejected_attempt_v1/verification/12_MUTATION_DIFF.jsonl,.jsonl,428,66b6b23c62c16f14b011c0bfe91980fb1fa21f81000a103bee67a26b7155ba50,external,outside_repository,rejected_connectivity_candidate,WP2,REJECTED,COMMIT_DIRECTLY
work_package_02_connectivity/rejected_attempt_v1/verification/13_HASH_REGISTRY.json,.json,2639,e460e948053b5a8bc1d7373faa7ccc50e22b1f5fb30a6906037dc305ac39c578,external,outside_repository,rejected_connectivity_candidate,WP2,REJECTED,COMMIT_DIRECTLY
work_package_02_connectivity/rejected_attempt_v1/verification/14_REMAINING_DEFECTS.csv,.csv,593,e6167acf30d216591a6208a9a08ae23945dfc6b94a09d54e31964b9123b44a15,external,outside_repository,rejected_connectivity_candidate,WP2,REJECTED,COMMIT_DIRECTLY
work_package_02_connectivity/rejected_attempt_v1/verification/15_WP2C_VERDICT.md,.md,2359,22fe6c5516dde454c33ceb5b69099a21e93fb4c624307e507d0ce6918214e2d2,external,outside_repository,rejected_connectivity_candidate,WP2,REJECTED,COMMIT_DIRECTLY
work_package_02_connectivity/rejected_attempt_v1/verification/COMMAND_TRANSCRIPT.txt,.txt,3362,f1a1905a26ae394a1f3ddb6d3cf5c68fb9ae386cddcb36f1cee8c3b2b3167fc8,external,outside_repository,rejected_connectivity_candidate,WP2,REJECTED,COMMIT_DIRECTLY
work_package_02_connectivity/rejected_attempt_v1/verification/EVIDENCE_MANIFEST.json,.json,849,cb84c1948bfd6d176551030f625fddfbcf89ef69da1bf213a39cf1bb59428136,external,outside_repository,rejected_connectivity_candidate,WP2,REJECTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/00_WP2C_EXECUTIVE_STATUS.md,.md,3764,d199761fe0d708a04b7206f05353fa66ddd1f086251b54b20f799963ad34f41a,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/01_METRIC_DEFINITIONS.json,.json,871,def098093e8f416fb446103367df2efd761ee0727ce4c96741d64a780b6fca34,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/02_BASELINE_RECOMPUTATION.json,.json,1573,0b8ac036100dcdfc11e48ca3c159ea1df0a3b5bdd287900d20527c246363c68c,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/03_REPAIR_VALIDATION.csv,.csv,836517,d97511a3bd57667c9634c631cf08cb1eb721503ee6f65e6d4d4f276d70272453,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/04_REJECTED_REPAIRS.csv,.csv,453037,9ade8d526d2b7b3b0bce45966807e4e3b3c22edb5ac13bfd4dbbd46482816b44,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/05_PREDECESSOR_FAILURE_CLASSIFICATION.csv,.csv,938,dba6a8dd647b38fde06788ca6c57b40774bfe68b01d015711060e78a4f86f15a,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/06_RECIPROCITY_MATRIX_RESULTS.json,.json,2927,1b1f0bf66004436547c4f4a8dab00efe4b6e552260ebd9373f6e9aa05cc7838b,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/07_JUNCTION_CONNECTION_REPORT.json,.json,12718,aed8b6bea904b20e127054708d4d64ee54beb0ca4070e81d54c0895a6002e66d,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/08_LANELINK_REPORT.json,.json,6237,ad2979a8d3a728b043f7e5bf0ff43851bf5581fdbf1f371e249d6df8e55c4abe,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/09_COMPONENT_ANALYSIS.csv,.csv,399,db48f539424e6cfbdb74deeb4003c06d31020dae1323e3e2da3ab2399c3aa897,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/10_ROUTE_FIXTURE_RESULTS.json,.json,2145,7afa71f452e5b8493648c5bd422a6420469ac8dc59bd59f9b7dec22838ebb6a1,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/11_CONTENT_PRESERVATION.json,.json,1159,4b621140a6d577405fa13b7181d2bd98181c74c4d9e684e14f69c29cece31903,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/12_MUTATION_DIFF.jsonl,.jsonl,428,66b6b23c62c16f14b011c0bfe91980fb1fa21f81000a103bee67a26b7155ba50,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/13_HASH_REGISTRY.json,.json,2639,e460e948053b5a8bc1d7373faa7ccc50e22b1f5fb30a6906037dc305ac39c578,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/14_REMAINING_DEFECTS.csv,.csv,593,e6167acf30d216591a6208a9a08ae23945dfc6b94a09d54e31964b9123b44a15,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/15_WP2C_VERDICT.md,.md,2359,22fe6c5516dde454c33ceb5b69099a21e93fb4c624307e507d0ce6918214e2d2,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/COMMAND_TRANSCRIPT.txt,.txt,3362,f1a1905a26ae394a1f3ddb6d3cf5c68fb9ae386cddcb36f1cee8c3b2b3167fc8,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
work_package_02_connectivity/verification/EVIDENCE_MANIFEST.json,.json,849,cb84c1948bfd6d176551030f625fddfbcf89ef69da1bf213a39cf1bb59428136,external,outside_repository,connectivity_evidence,WP2,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/BASELINE_CANDIDATE.json,.json,3380,b03c112485a7b625fa8f90d9e5a5236095d36be080b74efba86994cda5d319ff,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/BASELINE_FIELD_DEFINITIONS.json,.json,3172,da47ac2a6a0a9ff4f520851c02fe8ec3eb0d712de72ea46d517d460506809a1b,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/BASELINE_VALIDATION.md,.md,4566,ba26ff884686b8b0218acfad69720c83f1634cb685bfa2e64d36a658c5a118dc,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/CAMPAIGN_POINTER.json,.json,1072,1ebb18eaef2a2ea9e1558f5c9f58c17131d31c6d7fe869f0c79b569abd1cc81b,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/connectivity_diagnostics.json,.json,9932,5d84c8e70049b05715b761964ea92cbd5de33e81758cd93011428db687714db1,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/coordinate_inventory.json,.json,5003,d435de987c8cf222c4b08b78648d7dc465d19947e16d918a5624c5fff614b444,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/EXTERNAL_ARTIFACT_MANIFEST.json,.json,4702,c62f9c08629096fc9ccd2d73f6fda172d0fb24837dbc45497406a51851db04a7,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/METRIC_LOCK_REFERENCE.json,.json,2566,45d266554b7d31472349c37db2cd3dc2e0c6d9d0922783d6566d0ce2c9a1c0b2,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/PHASE_1A_DIAGNOSIS.md,.md,4468,9aa6c224c0e976381430e6c3c6258572c86f84ac56213c72a373d2d31b1b84df,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/THRESHOLD_LOCK_REFERENCE.json,.json,1168,10de310ca478c6ba9905af035257b1ca04b25c5f29b66a01eab03c00c350d7a5,tracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/publication/01_PUBLICATION_INVENTORY.csv,.csv,17856,f656027687a3a28248b1e649b4240b1ad7bcf903b083bf592a70b600747ee52e,untracked,inside_repository,repo_published_evidence,publication,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/work_package_01_coordinate_truth/coordinate_inventory.json,.json,5003,d435de987c8cf222c4b08b78648d7dc465d19947e16d918a5624c5fff614b444,tracked,inside_repository,coordinate_evidence,WP1,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/work_package_01_coordinate_truth/PHASE_1A_DIAGNOSIS.md,.md,4468,9aa6c224c0e976381430e6c3c6258572c86f84ac56213c72a373d2d31b1b84df,tracked,inside_repository,coordinate_evidence,WP1,ACCEPTED,COMMIT_DIRECTLY
reports/ingolstadt_map_quality_v2/work_package_01_coordinate_truth/candidates/candidate_actual_reprojection.xodr,.xodr,82639963,3d55a86e47192e6d8558820d8acfd553eb7f665cf9726e67853f9f1a060bc702,tracked,inside_repository,coordinate_evidence,WP1,ACCEPTED,COMMIT_VIA_GIT_LFS
reports/ingolstadt_map_quality_v2/work_package_01_coordinate_truth/candidates/candidate_alignment_transform_only.xodr,.xodr,82318919,c8419f8c79b2c64bf1025371f1651b7f41e13e47cdfe1107857e16b6c5429ae4,tracked,inside_repository,coordinate_evidence,WP1,ACCEPTED,COMMIT_VIA_GIT_LFS
reports/ingolstadt_map_quality_v2/work_package_01_coordinate_truth/candidates/candidate_correct_georeference.xodr,.xodr,82319014,f31563ebff32a5320618f21c10a01be0a9cc4743bdc09d152f2c94084881c4f0,tracked,inside_repository,coordinate_evidence,WP1,ACCEPTED,COMMIT_VIA_GIT_LFS
reports/ingolstadt_map_quality_v2/work_package_01_coordinate_truth/candidates/candidate_metadata_only.xodr,.xodr,82318945,45a8693f33d7dcae6ea77969672ed08249b7b06076dc93614caab6340d190b34,tracked,inside_repository,coordinate_evidence,WP1,ACCEPTED,COMMIT_VIA_GIT_LFS
reports/ingolstadt_map_quality_v2/work_package_01_coordinate_truth/candidates/coordinate_tests.json,.json,1219,d10d79abd79b9bcf932adb14ad75a6ad0f6dec4338804ba7f8f18e3c62203469,tracked,inside_repository,coordinate_evidence,WP1,ACCEPTED,COMMIT_DIRECTLY
